semester,number of clusters,cluster id,users in each cluster,unique institutions,institution list
,,216,5,2,"['consiglio nazionale delle ricerche', 'aligarh muslim university']"
,,217,5,1,['vanderbilt university']
,,218,5,2,"['huazhong university of science and technology', 'university of york']"
,,219,5,2,"['arizona state university', 'iupui']"
,,220,5,1,['sse plc']
,,221,5,4,"['nanjing university of information science and technology', 'universidad nacional de cordoba', 'university of california, san diego', 'iowa state university']"
,,222,5,3,"['Whitworth University', 'carnegie mellon university', 'university of california, riverside']"
,,223,5,2,"['arizona state university', 'tennessee technological university']"
,,224,5,1,['purdue university']
,,225,5,0,[]
,,226,5,2,"['north south university', 'the ohio state university']"
,,227,5,1,['university of granada']
,,228,5,1,['clemson university']
,,229,5,2,"['university of wisconsin-madison', 'university of bristol']"
,,230,5,0,[]
,,231,5,2,"['zhejiang university', 'penn state university']"
,,232,5,1,['Harvard University']
,,233,5,1,['purdue university']
,,234,5,3,"['Morgan State University', 'arizona state university', 'northeastern university']"
,,235,5,1,['university of virginia']
,,236,5,1,['Harvard University']
,,237,5,2,"['villanova university', 'arizona state university']"
,,238,5,1,['University of Alabama in Huntsville']
,,239,5,0,[]
,,240,5,2,"['stanford university', 'utah state university']"
,,241,5,1,"['indian institute of technology, madras']"
,,242,5,2,"['arizona state university', 'carnegie mellon university']"
,,243,5,1,['university of wisconsin-madison']
fall2021,28,1,343,61,"['university of california, san diego', 'university of toronto', 'nxp semiconductors', 'cardiff university', 'ieee', 'cairo university', 'rmit university', 'graz university of technology', 'university of sheffield', 'purdue university', 'indian institute of information technology, allahabad, india', 'university of colorado colorado springs', 'Grand Valley State University', 'cornell university', 'c.v.raman college of engineering', 'sri sathya sai institute of higher learning', 'California Polytechnic State University San Luis Obispo', 'sp-tbi', 'universitÃ© de bordeaux', 'web.de gmbh', 'ucla', 'stanford university', 'vesim - vivekanand institute of management studies and research', 'Harvard University', 'national central university', 'mcgill university', 'massachusetts institute of technology (mit)', 'yonsei university', 'pasadena city college', 'university of bologna', 'uc berkeley', 'sse plc', 'kth royal institute of technology', 'ecole centrale de lyon', 'iupui', 'university of louisville', 'university of kentucky', 'university of portland', 'vidyavardhaka college of engineering', 'Kennesaw State University', 'arizona state university', 'university of florida', 'national service scheme, dtu', 'caltech', 'university of graz', 'universidad autonoma de san luis potosi', 'florida atlantic university', 'Tidewater Community College', 'Norfolk State University', 'university of california, riverside', 'Chicago State University', 'b.i.t. mesra, ranchi', 'northwestern university', 'nict', 'national science foundation', 'ball state university', 'ufrgs', 'karunya university', 'indian institute of technology, gandhinagar', 'iiit delhi', 'university of illinois at chicago']"
,,2,288,63,"['materials design', 'gazi university', 'purdue university', 'kth royal institute of technology', 'boston university', 'university of illinois at urbana-champaign', 'wayne state university', 'university of missouri', 'mississippi state university', 'uc berkeley', 'university of wisconsin-madison', 'clemson university', 'the college of st. scholastica', 'boise state university', 'University of Nevada Reno', 'washington state university', 'university of the philippines diliman', 'university of the philippines', 'ucla', 'shanghai jiao tong university', 'politecnico di torino', 'university of wyoming', 'michigan state university', 'north carolina central university', 'pasadena city college', 'khalifa university', 'university of santo tomas, faculty of medicine & surgery', 'university of florida', 'Dillard University', 'arizona state university', 'oregon state university', 'Savannah State University', 'idaho national laboratory', 'California State University Chico', 'north south university', 'texas a&m university', 'carroll university', 'Harvard University', 'tufts university', 'massachusetts institute of technology (mit)', 'santa barbara city college', 'utah state university', 'universiti malaysia perlis', 'uc davis', 'indian institute of technology, indore', 'ateneo de manila university', 'stanford university', 'technological institute of the philippines', 'universidade de sÃ£o paulo', 'de la salle university', 'philippine science high school system', 'West Virginia University', 'western mindanao state university', 'Henry Ford College', 'university of utah', 'idaho state university', 'johns hopkins university', 'university of idaho', ""st. luke's medical center-global city"", 'cornell university', 'universiti teknologi mara', 'university of texas at dallas', 'Norfolk State University']"
,,3,61,27,"['los alamos national laboratory', 'university of utah', 'university of north texas', 'purdue university', 'oregon institute of technology', 'new york university', 'national chiao tung university', 'massachusetts institute of technology (mit)', 'university of california, san diego', 'university of south florida', 'michigan state university', 'clemson university', 'Grand Valley State University', 'yahoo', 'dr. ram manohar lohia avadh university', 'Dillard University', 'universidad nacional mayor de san marcos', 'Harvard University', 'espol', 'exxonmobil', 'universidad de mÃ¡laga', 'argonne national laboratory', 'georgia southern university', 'carnegie mellon university', 'florida state university', 'nvidia', 'Tallahassee Community College']"
,,4,57,33,"['indiana university school of medicine', 'indiana university', 'ufrgs', 'purdue university', 'arizona state university', 'university of warwick', 'north carolina state university', 'national institutes of health', 'eastern michigan university', 'university of virginia', 'aims', 'university of pittsburgh', 'universitÃ\xa0 del piemonte orientale', 'cornell university', 'washington university in st. louis', 'university of toronto', 'iupui', 'emory university', 'university of pretoria', 'the university of texas at austin', 'university of massachusetts amherst', 'itba', 'niederrhein university of applied sciences', 'university of minnesota', 'university of california, san diego', 'oak ridge national laboratory', ""king's college london"", 'university of cambridge', 'university of wisconsin-madison', 'simon fraser university', 'kyoto university', 'national science foundation', 'university college london']"
,,5,32,10,"['arizona state university', 'university of minnesota', 'missouri state university', 'virginia tech', 'university of missouri', 'universidad nacional de cordoba', 'ucla', 'oregon state university', 'seoul national university', 'universidade federal de viÃ§osa']"
,,6,25,12,"['san jose state university', 'virginia tech', 'The University of Tennessee Knoxville', 'university of trieste', 'university of wyoming', 'university of houston', 'kfupm', 'Harvard University', 'istanbul technical university', 'cornell university', 'mississippi state university', 'north carolina state university']"
,,7,15,1,['university of modena and reggio emilia']
,,8,14,6,"['university of delaware', 'university of california, riverside', 'university of puerto rico', 'united arab emirates university', 'georgia institute of technology', 'university of chicago']"
,,9,13,6,"['indiana university', 'iupui', 'florida a&m university', 'Miami Dade College', 'Polk State College', 'university of pittsburgh']"
,,10,12,4,"['university of babylon', 'universitat autÃ²noma de barcelona', 'universidad de san carlos de guatemala', 'university of melbourne']"
,,11,11,8,"['duke university', 'national institute of standards and technology', 'massachusetts institute of technology (mit)', 'national taiwan university', 'university of michigan', 'Chicago State University', 'north carolina state university', 'university of texas at dallas']"
,,12,10,5,"['universiti teknologi malaysia', 'peking university', 'bits', 'University of Maine', 'national institute of technology srinagar']"
,,13,10,1,['lumus engenharia']
,,14,9,1,['unam']
,,15,9,0,[]
,,16,9,3,"['penn state university', 'georgia institute of technology', 'yale new haven hospital']"
,,17,8,3,"['malaviya national institute of technology jaipur', 'universiti teknologi malaysia', 'national institute of technology, hamirpur']"
,,18,8,5,"['university of michigan', 'university of waterloo', 'utah state university', 'purdue university', 'indian institute of technology, madras']"
,,19,8,1,['Harvard University']
,,20,8,3,"['the university of texas at el paso', 'the university of texas at austin', 'arizona state university']"
,,21,7,4,"['universidad de los andes', 'gitam university', 'university of florida', 'university of illinois at urbana-champaign']"
,,22,6,2,"['purdue university', 'zhejiang university']"
,,23,6,2,"['carnegie mellon university', 'The University of Alabama']"
,,24,6,1,['vellore institute of technology']
,,25,5,3,"['university of vermont', 'georgia institute of technology', 'purdue university']"
,,26,5,3,"['obafemi awolowo university, ile ife, nigeria', 'uet lahore', 'massachusetts institute of technology (mit)']"
,,27,5,1,"['lumarray, inc.']"
,,28,5,3,"['purdue university', ""institut d'optique graduate school"", 'peking university']"
